Autor;Ano;Emenda;UF;Município;Codigo_IBGE;Favorecido;Ação;Área;Objeto;Contato (Nome);Contato (Tel);Valor (R$)
Jean Paul Prates;2023;38860007-2023;;;;;Reestruturação e Modernização Das Instituições Federais de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 70.422,78
Jean Paul Prates;2023;38860007-2023;GO;Aparecida de Goiânia;;Jvs Comércio Ltda;Reestruturação e Modernização Das Instituições Federais de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 13.840,00
Jean Paul Prates;2023;38860007-2023;GO;Goiânia;;Office Vendas Ltda;Reestruturação e Modernização Das Instituições Federais de Ensino Superior-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 11.269,90
Jean Paul Prates;2020;38860008-2020;RN;Portalegre;2410207.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 248.664,00
Jean Paul Prates;2020;38860008-2020;RN;Umarizal;2414506.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 200.000,00
Jean Paul Prates;2020;38860008-2020;RN;Pilões;2410009.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 150.000,00
Jean Paul Prates;2020;38860008-2020;RN;Viçosa;2414902.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 149.982,00
Jean Paul Prates;2020;38860008-2020;RN;João Dias;2405900.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 149.938,00
Jean Paul Prates;2020;38860008-2020;RN;Jaçanã;2405009.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 149.845,00
Jean Paul Prates;2020;38860008-2020;RN;Equador;2403400.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 149.836,00
Jean Paul Prates;2020;38860008-2020;RN;Carnaúba dos Dantas;2402402.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 140.511,00
Jean Paul Prates;2020;38860008-2020;RN;Severiano Melo;2413607.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 139.968,00
Jean Paul Prates;2020;38860008-2020;RN;Frutuoso Gomes;2404002.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 139.950,00
Jean Paul Prates;2020;38860008-2020;RN;José da Penha;2406007.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 129.114,00
Jean Paul Prates;2020;38860008-2020;RN;Grossos;2404408.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 120.197,00
Jean Paul Prates;2020;38860008-2020;RN;São José do Campestre;2412302.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 119.979,00
Jean Paul Prates;2020;38860008-2020;RN;Luís Gomes;2407005.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 99.984,00
Jean Paul Prates;2020;38860008-2020;RN;Cruzeta;2403004.0;Fundo Municipal de Saúde;Estruturação da Rede de Serviços de Atenção Básica de Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 99.915,00
Jean Paul Prates;2021;38860008-2021;RN;Alexandria;2400505.0;Hospital Maternidade Guiomar Fernandes;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Aquisição de Equipamento e Material Permanente para Atenção Especializada em Saúde.;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860008-2023;RN;Natal;2408102.0;Fundação Norte Rio Grandense de Pesquisa e Cultura;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 889.873,68
Jean Paul Prates;2023;38860008-2023;RN;São José de Mipibu;2412203.0;Delta Indústria e Comércio Eireli;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 52.655,17
Jean Paul Prates;2023;38860008-2023;PE;Camaragibe;;Mais Empenho Empreendimentos Eireli;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 30.756,60
Jean Paul Prates;2023;38860008-2023;RN;Mossoró;2408003.0;Max Leal Solano Cavalcante;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 22.185,32
Jean Paul Prates;2023;38860008-2023;PB;Santa Rita;;Polpa Nordeste Indústria e Comércio Ltda;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 11.970,00
Jean Paul Prates;2023;38860008-2023;PE;Ilha de Itamaracá;;Hmgk Comércio e Serviços Ltda;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 10.360,00
Jean Paul Prates;2023;38860008-2023;PE;Garanhuns;;Lrf Distribuidora Ltda;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 5.761,98
Jean Paul Prates;2023;38860008-2023;PR;Curitiba;;Fernanda Fogaca Fantoura Mordini;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 5.110,00
Jean Paul Prates;2023;38860008-2023;;;;;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 5.008,23
Jean Paul Prates;2023;38860008-2023;SC;Balneário Camboriú;;Confecções e Bazar Jogabe Ltda;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 4.420,80
Jean Paul Prates;2023;38860008-2023;RN;Parnamirim;2403251.0;Francinete Nayara Bernardino Lopes da Costa;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 3.625,00
Jean Paul Prates;2023;38860008-2023;RS;Taquaruçu do Sul;;Liceri Comércio de Produtos em Geral Ltda;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 3.400,00
Jean Paul Prates;2023;38860008-2023;RN;Parnamirim;2403251.0;Rcp Comércio de Eletrodomesticos Eireli;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 1.650,00
Jean Paul Prates;2023;38860008-2023;PR;Colombo;;Fared Comercial Ltda;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 900,00
Jean Paul Prates;2023;38860008-2023;PE;Recife;;Diferencial Comércio Atacadista de Produtos Alimenticio;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 798,00
Jean Paul Prates;2020;38860009-2020;RN;Natal;2408102.0;Instituto de Proteção e Assistência a Infancia do RN;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Aquisição de Equipamento e Material Permanente.;Vazio;Vazio;R$ 38.910,00
Jean Paul Prates;2021;38860009-2021;RN;Parelhas;2408904.0;Município;Implantação e Modernização de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer-No Estado do Rio Grande do Norte;Desporto e lazer;Recuperação de Quadra de Esportes no Município de Parelhas – RN.;Vazio;Vazio;R$ 238.750,00
Jean Paul Prates;2021;38860009-2021;DF;Brasília;;Caixa Econômica Federal;Implantação e Modernização de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer-No Estado do Rio Grande do Norte;Desporto e lazer;;Vazio;Vazio;R$ 3.500,00
Jean Paul Prates;2023;38860009-2023;RN;Apodi;2401008.0;Bdf Engenharia Integrada e Serviços Ltda;Funcionamento Das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 998.202,65
Jean Paul Prates;2023;38860009-2023;RN;Mossoró;2408003.0;Andrade e Reis Engenharia e Projetos Ltda;Funcionamento Das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 485.999,97
Jean Paul Prates;2023;38860009-2023;RN;Parnamirim;2403251.0;Tgb Engenharia e Empreendimentos Eireli;Funcionamento Das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 229.235,91
Jean Paul Prates;2023;38860009-2023;;;;Imposto/Contribuição;Funcionamento Das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 26.452,14
Jean Paul Prates;2023;38860009-2023;;;;;Funcionamento Das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 16.922,53
Jean Paul Prates;2023;38860009-2023;RN;Ipanguaçu;2404705.0;Município;Funcionamento Das Instituições da Rede Federal de Educação Profissional, Científica e Tecnológica-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 11.186,00
Jean Paul Prates;2020;38860010-2020;RN;Natal;2408102.0;Liga Norte Riograndense Contra o Câncer;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Aquisição de Equipamento e Material Permanente.;Vazio;Vazio;R$ 129.497,35
Jean Paul Prates;2021;38860010-2021;RN;Natal;2408102.0;Fundação Norte Rio Grandense de Pesquisa e Cultura;Fomento Às Ações de Graduação, Pós-Graduação, Ensino, Pesquisa e Extensão-No Estado do Rio Grande do Norte;Educação;;Vazio;Vazio;R$ 100.000,00
Jean Paul Prates;2023;38860010-2023;RN;Natal;2408102.0;Fundo Estadual de Saúde do Rio Grande do Norte;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 18.772.549,00
Jean Paul Prates;2020;38860011-2020;RN;Caiçara do Norte;2401859.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Pavimentação Asfáltica na Rua São José no Município de Caiçara do Norte.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;Ipanguaçu;2404705.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Pavimentação e drenagem superficial de ruas.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;Serra Negra do Norte;2413409.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Drenagem e Pavimentação de vias Públicas, em paralelepípedo pelo método Convencional na Zona Urbana de Serra negra.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;Currais Novos;2403103.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Pavimentação em diversas ruas do município de Currais Novos/RN.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;Nova Cruz;2408300.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Drenagem e Pavimentação de vias Públicas, em paralelepípedo pelo método Convencional na Zona Urbana de Nova Cruz.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;Lagoa de Velhos;2406403.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Pavimentação em diversas ruas do município de Lagoa de Velhos/RN.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;Macau;2407203.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Urbanização da Entrada de Cidade com Acessibilidade e Sinalização.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;Jandaíra;2405108.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Pavimentação e drenagem superficial de ruas no município de Jandaíra/RN.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2020;38860011-2020;RN;São Vicente;2413003.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Pavimentação e drenagem superficial de ruas no município de São Vicente/RN.;Vazio;Vazio;R$ 233.700,68
Jean Paul Prates;2020;38860011-2020;RN;Alto do Rodrigues;2400703.0;Município;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;Pavimentaçaõ de Ruas na Sede do Município de Alto do Rodrigues.;Vazio;Vazio;R$ 165.431,67
Jean Paul Prates;2020;38860011-2020;DF;Brasília;;Caixa Econômica Federal;Apoio À Política Nacional de Desenvolvimento Urbano-No Estado do Rio Grande do Norte;Urbanismo;;Vazio;Vazio;R$ 111.440,00
Jean Paul Prates;2021;38860011-2021;RN;Natal;2408102.0;Servico Nacional de Aprendizagem Indústrial;Apoio A Projetos e Eventos de Educação, Divulgação e Popularização da Pesquisa e Desenvolvimento-No Estado do Rio Grande do Norte;Ciência e Tecnologia;Difundir conhecimentos de ciências e Implantar laboratórios didáticos de energia solar fotovoltaica.;Vazio;Vazio;R$ 1.000.000,00
Jean Paul Prates;2023;38860011-2023;RN;Francisco Dantas;2403905.0;Associação Fundação Cultural Professor Jairo Jose Campo;Promoção e Fomento À Cultura Brasileira-No Estado do Rio Grande do Norte;Cultura;Realizar o projeto Cultura Popular Potiguar: identidade, pertencimento e desenvolvimento local, no estado do Rio Grande do Norte, voltado para a promoção da cultura popular.;Vazio;Vazio;R$ 599.128,00
Jean Paul Prates;2020;38860012-2020;RN;Alexandria;2400505.0;Hospital Maternidade Guiomar Fernandes;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;Aquisição de Equipamento e Material Permanente.;Vazio;Vazio;R$ 35.516,27
Jean Paul Prates;2021;38860012-2021;RN;Sítio Novo;2413706.0;Município;Apoio A Projetos de Infraestrutura Turística-No Estado do Rio Grande do Norte;Comércio e serviços;Pavimentação de Acesso ao Castelo Zé dos Montes no município de Sítio Novo/RN.;Vazio;Vazio;R$ 238.856,00
Jean Paul Prates;2021;38860012-2021;DF;Brasília;;Caixa Econômica Federal;Apoio A Projetos de Infraestrutura Turística-No Estado do Rio Grande do Norte;Comércio e serviços;;Vazio;Vazio;R$ 12.543,39
Jean Paul Prates;2021;38860012-2021;;;;Imposto/Contribuição;Apoio A Projetos de Infraestrutura Turística-No Estado do Rio Grande do Norte;Comércio e serviços;;Vazio;Vazio;R$ 2.100,00
Jean Paul Prates;2023;38860012-2023;RN;Currais Novos;2403103.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 600.000,00
Jean Paul Prates;2023;38860012-2023;RN;Alexandria;2400505.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 330.000,00
Jean Paul Prates;2023;38860012-2023;RN;São Fernando;2411809.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 67.821,00
Jean Paul Prates;2023;38860012-2023;RN;Olho-D'Água do Borges;2408409.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 54.554,00
Jean Paul Prates;2023;38860012-2023;RN;Janduís;2405207.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 50.000,00
Jean Paul Prates;2023;38860012-2023;RN;Campo Redondo;2402105.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 50.000,00
Jean Paul Prates;2023;38860012-2023;RN;São Miguel do Gostoso;2412559.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 50.000,00
Jean Paul Prates;2023;38860012-2023;RN;Apodi;2401008.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 50.000,00
Jean Paul Prates;2023;38860012-2023;RN;Santa Maria;2409332.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 50.000,00
Jean Paul Prates;2023;38860012-2023;RN;Poço Branco;2410108.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 50.000,00
Jean Paul Prates;2023;38860012-2023;RN;Serra de São Bento;2413300.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 48.663,00
Jean Paul Prates;2023;38860012-2023;RN;Japi;2405405.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 38.168,00
Jean Paul Prates;2023;38860012-2023;RN;Fernando Pedroza;2403756.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 25.985,00
Jean Paul Prates;2023;38860012-2023;RN;Umarizal;2414506.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 17.278,00
Jean Paul Prates;2023;38860012-2023;RN;Afonso Bezerra;2400307.0;Fundo Municipal de Saúde;Incremento Temporário Ao Custeio Dos Serviços de Assistência Hospitalar e Ambulatorial Para Cumprimento de Metas-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 15.352,00
Jean Paul Prates;2020;38860013-2020;RN;Campo Grande;2401305.0;Município;Implantação e Modernização de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer-No Estado do Rio Grande do Norte;Desporto e lazer;Cobertura de duas quadras descobertas no município de Campo Grande/RN;Vazio;Vazio;R$ 477.500,00
Jean Paul Prates;2020;38860013-2020;RN;Natal;2408102.0;Município;Implantação e Modernização de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer-No Estado do Rio Grande do Norte;Desporto e lazer;Cobertura para quadra poliesportiva no bairro das rocas, zona leste da cidade do Natal.;Vazio;Vazio;R$ 238.750,00
Jean Paul Prates;2020;38860013-2020;RN;Janduís;2405207.0;Município;Implantação e Modernização de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer-No Estado do Rio Grande do Norte;Desporto e lazer;Cobertura de uma quadra de esporte na comunidade Permissão no município de Janduís/RN.;Vazio;Vazio;R$ 238.750,00
Jean Paul Prates;2020;38860013-2020;DF;Brasília;;Caixa Econômica Federal;Implantação e Modernização de Infraestrutura Para Esporte Educacional, Recreativo e de Lazer-No Estado do Rio Grande do Norte;Desporto e lazer;;Vazio;Vazio;R$ 45.000,00
Jean Paul Prates;2021;38860013-2021;RN;São Fernando;2411809.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Pavimentação e Estrada Vicinal.;Vazio;Vazio;R$ 238.750,00
Jean Paul Prates;2021;38860013-2021;RN;Umarizal;2414506.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de Patrulha mecanizada;Vazio;Vazio;R$ 191.000,00
Jean Paul Prates;2021;38860013-2021;RN;Felipe Guerra;2403707.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de Equipamentos Agrícolas.;Vazio;Vazio;R$ 143.250,00
Jean Paul Prates;2021;38860013-2021;RN;São Miguel;2412500.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de patrulha mecanizada;Vazio;Vazio;R$ 143.250,00
Jean Paul Prates;2021;38860013-2021;RN;Tenente Laurentino Cruz;2414159.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de Veiculo e Implementos Agrícola para o Município de Tenente Laurentino Cruz/RN;Vazio;Vazio;R$ 125.574,81
Jean Paul Prates;2021;38860013-2021;RN;Touros;2414407.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisição de Equipamentos Agrícolas.;Vazio;Vazio;R$ 118.040,52
Jean Paul Prates;2021;38860013-2021;DF;Brasília;;Caixa Econômica Federal;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 62.741,25
Jean Paul Prates;2021;38860013-2021;RN;Severiano Melo;2413607.0;Município;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;Aquisiçaõ de Maquinas e Implementos de Uso Afrícoloa para o Município de Severiano Melo.;Vazio;Vazio;R$ 57.202,59
Jean Paul Prates;2021;38860013-2021;;;;Imposto/Contribuição;Fomento Ao Setor Agropecuário-No Estado do Rio Grande do Norte;Agricultura;;Vazio;Vazio;R$ 4.758,75
Jean Paul Prates;2020;38860014-2020;RN;Natal;2408102.0;Empresa Potiguar de Promoção Turistica S/A - Emprotur;Promoção e Marketing do Turismo No Mercado Nacional-No Estado do Rio Grande do Norte;Comércio e serviços;Promoção do Estado do Rio Grande do Norte na Principais Cidades da Região Sudeste do País.;Vazio;Vazio;R$ 491.666,00
Jean Paul Prates;2021;38860014-2021;RN;Currais Novos;2403103.0;Fundo Municipal de Saúde;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 179.839,00
Jean Paul Prates;2021;38860014-2021;RN;Mossoró;2408003.0;Fundo Municipal de Saúde;Estruturação de Unidades de Atenção Especializada Em Saúde-No Estado do Rio Grande do Norte;Saúde;;Vazio;Vazio;R$ 99.957,00
Jean Paul Prates;2023;38860014-2023;RN;Mossoró;2408003.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 1.200.000,00
Jean Paul Prates;2023;38860014-2023;RN;Caicó;2402006.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 1.100.000,00
Jean Paul Prates;2023;38860014-2023;RN;Currais Novos;2403103.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 500.000,00
Jean Paul Prates;2023;38860014-2023;RN;Rio do Fogo;2408953.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860014-2023;RN;Santa Maria;2409332.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860014-2023;RN;Martins;2407401.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860014-2023;RN;Lagoa de Velhos;2406403.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860014-2023;RN;Canguaretama;2402204.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 400.000,00
Jean Paul Prates;2023;38860014-2023;RN;São Miguel;2412500.0;Município;Transferências Especiais-No Estado do Rio Grande do Norte;Encargos especiais;;Vazio;Vazio;R$ 148.802,00
Jean Paul Prates;2020;38860015-2020;;;;Imposto/Contribuição;Implantação, Instalação e Modernização de Espaços e Equipamentos Culturais-No Estado do Rio Grande do Norte;Cultura;;Vazio;Vazio;R$ 3.184,93
Jean Paul Prates;2020;38860015-2020;DF;Brasília;;Caixa Econômica Federal;Implantação, Instalação e Modernização de Espaços e Equipamentos Culturais-No Estado do Rio Grande do Norte;Cultura;;Vazio;Vazio;R$ 1.386,78
Jean Paul Prates;2021;38860015-2021;RN;Natal;2408102.0;Secretaria de Estado do Trabalho, da Habitação e da Ass;Apoio À Agricultura Urbana-No Estado do Rio Grande do Norte;Assistência social;Ampliação e instalação de hortas em áreas urbanas e periurbanas em espaços produtivos, bem como a realização de capacitações para o manejo agrícola e a comercialização do excedente da produção.;Vazio;Vazio;R$ 93.078,97
Jean Paul Prates;2023;38860015-2023;RN;Rodolfo Fernandes;2411007.0;Município;Transferências Especiais-Nacional;Encargos especiais;;Vazio;Vazio;R$ 500.000,00
